"","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","attributes.WiFi","attributes.WheelchairAccessible","attributes.DogsAllowed","attributes.Alcohol","attributes.GoodForKids","attributes.RestaurantsGoodForGroups"
"1570","3SHw4aZW_muE1kRSLQQjjA","IHOP","802 S Dale Mabry Hwy","TAMPA","FL","33609","27.93555"," -82.50543","3.0","  69","1","u'no'"," 'street': False","False","False","False","True"
"1600","wTDuyCnQuPEvArtcX46FFQ","Proino Breakfast & Lunch","1700 S Missouri Ave","Clearwater","FL","33756","27.93477"," -82.78784","4.0","  25","1","u'free'"," u'garage': False","True","True","True","True"
"1603","jIBjZcqVOU4pOVT-sVQcfA","IRB Sushi","416 1st St","Indian Rocks Beach","FL","33785","27.88384"," -82.84991","3.5","  51","0","u'free'"," 'street': True","True","False","True","True"
"1612","gUCTzS2K_PkrJzTokZZSIw","Sunset Grille","2996 Dr Martin Luther King Jr St N","Saint Petersburg","FL","33704","27.79920"," -82.64701","4.0","  48","1","u'no'"," u'garage': False","True","True","True","True"
"1619","KP5OncF2jhT7_J1phHPPww","Besito Mexican Restaurant","205 Westshore Plz","Tampa","FL","33609","27.94625"," -82.52657","4.0","1092","1","'free'"," 'street': False","True","True","True","True"
"1624","M5rj-zpkCHcGXTxBbcrDXQ","Bandit Coffee Co.","2662 Central Ave","Saint Petersburg","FL","33712","27.77075"," -82.66955","4.5"," 296","1","u'no'"," 'street': True","True","True","False","True"
"1626","whNtPvVGI4cCTWa_Qv5Yiw","Keke's Breakfast Cafe","1203 S Dale Mabry Hwy","Tampa","FL","33629","27.93161"," -82.50713","3.5"," 121","1","u'free'"," 'street': False","False","True","True","True"
"1629","xJIeT5--AiPdvPb5BRflyQ","East Coast Pizza","13340 Lincoln Rd","Riverview","FL","33578","27.79036"," -82.34292","4.0"," 227","1","u'free'"," 'street': False","True","True","True","True"
"1635","zIUUlBoQOQqQLoi2ElcWAg","Suegra Tequila Cantina","4022 Tampa Rd","Oldsmar","FL","34677","28.03527"," -82.65499","3.5"," 132","0","u'free'"," 'street': False","True","True","True","True"
"1639","7YhxsxMgrYJsu71nadfuTQ","Campanella's Italian Restaurant & Pizza","7420 49th St","Pinellas Park","FL","33781","27.83967"," -82.70134","3.0"," 103","1","'free'"," 'street': False","True","False","True","True"
"1640","ICqgjbOpBD9SUtE5PQC9sA","Captain Bill's Oyster Bar","145 107th Ave","Treasure Island","FL","33706","27.76937"," -82.76755","4.0"," 493","1","'free'"," 'street': True","True","True","True","True"
"1646","OuJ9rEv3NbMOSndjQyqtGw","Berlins Doener","4195 34th St S","Saint Petersburg","FL","33711","27.72997"," -82.67970","4.5"," 166","1","u'free'"," 'street': True","False","True","True","True"
"1648","11:0-21:0","11:0-21:0","11:0-22:0","10:0-22:0","8:0-15:30","","","","","","","","","","","",""
"1657","_4CDv5gKHpPb1ALZKS4Sjw","Bro's Pizzeria & Bar","2535 E Bay Dr","Largo","FL","33771","27.91616"," -82.76090","4.0","  98","1","u'no'"," 'street': False","True","False","True","True"
"1678","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","0:0-0:0","","","","","","","","","","",""
"1682","jn7yLpUT9OvU0UMlCux8XA","River's Edge","200 N Ashley Dr","Tampa","FL","33602","27.94613"," -82.45952","3.5","  26","1","u'free'"," 'street': False","False","True","True","True"
"1698","U0bRYyQaIP2bzmOZf2N89g","Winghouse - New Port Richey","6515 US Hwy 19","New Port Richey","FL","34652","28.25275"," -82.72827","3.0","  82","1","u'free'"," 'street': False","True","True","True","True"
"1699","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-23:0","","","","","","","","","","","",""
"1701","cx5rIVMN-FXwBkl2Kbot7w","North 30th Sports Pub & Grille","11402 N 30th St","Tampa","FL","33612","28.05224"," -82.42667","4.5"," 106","1","'free'"," 'street': False","True","True","True","True"
"1718","JDwp5guESWuyng2MSBYEjg","Global A'fare","3023 W Kennedy Blvd","Tampa","FL","33609","27.94502"," -82.49249","4.0","  40","0","'free'"," 'street': False","True","True","True","True"
"1737","W0vdz23JQtVQX5vJkiCj3g","Cask And Ale","29 3rd St N","Saint Petersburg","FL","33701","27.77143"," -82.63686","4.0"," 118","0","'free'"," 'street': True","True","True","True","False"
"1738","16:30-3:0","16:30-3:0","16:30-3:0","12:0-3:0","12:0-3:0","","","","","","","","","","","",""
"1749","0hIXH9jMdHov1VrLC8ujUg","Al's Finger Licking Good Bar-B-Que","1609 Angel Oliva Sr St","Tampa","FL","33605","27.95925"," -82.43903","4.5"," 409","1","u'no'"," 'street': True","False","True","True","True"
"1793","11:0-20:0","9:0-12:0","11:0-20:0","11:0-21:0","11:0-19:0","","","","","","","","","","","",""
"1819","tP6tk-M8y09QKIoOO0JIbw","Shark Tales","677 75th Ave","St Pete Beach","FL","33706","27.74108"," -82.75417","3.0","  96","0","'no'"," 'street': True","True","True","True","True"
"1820","11:0-0:0","11:0-0:0","11:0-3:0","11:0-3:0","11:0-0:0","","","","","","","","","","","",""
"1853","APW4-ESYGTIn17mY189Osg","Crispers","1203 S Dale Mabry Hwy","Tampa","FL","33629","27.93161"," -82.50717","3.5","  45","0","'free'"," 'street': False","True","True","False","True"
"1869","IL4q5kYnSLSuhjlyxKuNMw","Beef 'O' Brady's","13847-C Walsingham Rd","Largo","FL","33774","27.88018"," -82.82930","3.0","  11","0","'free'"," 'street': False","True","False","True","True"
"1875","TXoxXn3IETBBJxZQMQK3rw","La Casona","5709 N Armenia Ave","Tampa","FL","33603","27.99943"," -82.48414","3.5"," 142","1","u'no'"," 'street': False","True","False","False","True"
"1903","12:0-21:0","12:0-21:0","12:0-21:0","12:0-0:0","12:0-0:0","12:0-21:0","","","","","","","","","","",""
"1905","ixPTo6Hum7nNZ7A4VPhTXg","Brick House Tavern + Tap","1102 N Dale Mabry Hwy","Tampa","FL","33607","27.95306"," -82.50629","3.5"," 561","1","u'free'"," 'street': False","True","True","True","True"
"1914","ZiQiMlvgk19GrEEkN9kyRA","The Blind Tiger Cafe - Ybor City","1901 E 7th Ave","Tampa","FL","33605","27.96014"," -82.43782","4.5"," 331","1","u'free'"," 'street': True","True","True","False","True"
"1945","dz_aIFbATP2PLWQSOBnMfw","Maggie Mae's Sunrise Cafe","1261 Gulf Blvd","Clearwater Beach","FL","33767","27.95214"," -82.82947","4.0"," 469","1","u'free'"," 'street': False","False","True","False","True"
"1949","B7nlRFe3EeQwAWpUpefGHA","Provisions Coffee & Kitchen","5862 Goldview Pkwy","Wesley Chapel","FL","33544","28.24183"," -82.35191","4.5"," 261","1","'free'"," u'garage': False","True","True","False","True"
"1950","7:0-16:0","7:0-16:0","7:0-12:0","8:0-14:0","8:0-16:0","","","","","","","","","","","",""
"1976","Wk21f0DAM7uj3DaJ_rMI-Q","Brunchies - Lutz","24400 State Rd 54","Lutz","FL","33559","28.18539"," -82.41300","4.0"," 272","1","'free'"," 'street': False","False","False","False","True"
"1987","Uc6PdjT_MO5bRPQsUUEy5Q","Anthony's Coal Fired Pizza","1901 S Dale Mabry Hwy","Tampa","FL","33629","27.92713"," -82.50630","4.0"," 229","1","'free'"," 'street': False","True","True","True","True"
"2001","WmzwJXyBdqsZCZ254XDrtQ","Sharky's Beach Bar","411 South Gulfview Blvd","Clearwater Beach","FL","33767","27.97084"," -82.82959","3.5","  63","0","u'free'"," 'street': False","True","True","True","True"
"2009","bMIVLkX6-0U2NVPaVwt94A","Poblanos Mexican Grill & Bar","2451 N McMullen Booth Rd","Clearwater","FL","33759","28.01043"," -82.70988","3.0"," 189","1","u'no'"," 'street': False","True","True","True","True"
"2010","qOdsOVOM98hHj1SCRscjHg","Applebee's Grill + Bar","30180 US Hwy 19 N","Clearwater","FL","33761","28.04648"," -82.73901","2.5","  68","1","'free'"," 'street': None","True","False","True","True"
"2023","4DVN5Uun3i-nmTIIOBhHog","The Empress Tea Room & Bistro","12924 N Dale Mabry Hwy","Tampa","FL","33618","28.06402"," -82.50560","3.5","  94","1","u'free'"," 'street': False","False","True","False","True"
"2024","","","","","","","","","","","","","","","","",""
"2028","A21srfWbl97OWsCn2lK-0Q","El Gallo Grande","1625 4th St S","St. Petersburg","FL","33701","27.75431"," -82.63869","3.5"," 157","0","u'free'"," 'street': False","True","False","True","True"
"2029","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-21:0","","","","","","","","","","","",""
"2072","hAmuto6UndVroyd_DaD-TA","Lobster Haven","12807 W Hillsborough Ave","Tampa","FL","33635","28.03006"," -82.63848","4.0"," 441","1","u'no'"," 'street': False","False","None","False","True"
"2083","uaKXyCNVXWdfOOdbM88pMA","Liborios Latin Cafe","8210 Causeway Blvd","Tampa","FL","33619","27.92310"," -82.36379","4.0"," 125","1","'no'"," 'street': False","True","True","True","True"
"2094","LjgiE_EbpBdIz4JyVUioTQ","Chicago Paulies","1301 N Howard Ave","Tampa","FL","33607","27.95449"," -82.48283","5.0"," 186","1","u'no'"," 'street': True","False","True","False","True"
"2115","5Y_TiS_KJAgJMf9ZiKutEQ","Jungle Prada Tavern","1700 Park St N","Saint Petersburg","FL","33710","27.78866"," -82.75281","3.5"," 118","1","'free'"," 'street': False","False","True","True","True"
"2134","WoFttPbJRti49sXBgOeIBQ","WingHouse Bar & Grill","5510 Post Oak Blvd","Wesley Chapel","FL","33544","28.23688"," -82.36879","3.0"," 146","1","'free'"," 'street': False","True","True","True","True"
"2139","P5Wq5OwEJ0Zz7piLoToXDA","Applebee's Grill + Bar","5779 East Fowler Ave","Temple Terrace","FL","33617","28.05393"," -82.39166","2.0"," 107","1","'free'"," 'street': False","True","True","True","True"
"2144","HU-S7rzIE1qDkCy4L54CHA","Sunova Beach","208 S Howard Ave","Tampa","FL","33606","27.94287"," -82.48289","3.5","  28","0","'free'"," 'street': False","True","True","True","False"
"2145","16:0-3:0","16:0-3:0","16:0-3:0","16:0-3:0","16:0-3:0","","","","","","","","","","","",""
"2159","FSTmzo0beEVMRMSArcp4fg","Lime Fresh Mexican Grill","1824 N Westshore Blvd","Tampa","FL","33607","27.95901"," -82.52441","3.0"," 106","0","u'free'"," 'street': False","True","True","False","True"
"2186","y_iKWRZuUKFJFldrrP8XPg","Bambino Pizza","2028 Bayshore Blvd","Dunedin","FL","34698","28.03873"," -82.78458","3.0","  29","1","u'free'"," 'street': False","True","True","True","True"
"2208","lJXfCo0ME730q0_qvO2l2g","Outback Steakhouse","1203 Townsgate Ct","Plant City","FL","33563","28.02662"," -82.14922","3.5","  76","1","u'no'"," 'street': False","True","True","True","True"
"2209","w4eWSjuQ75RluGFyPrkbYw","Beef 'O' Brady's","5600 Gulf Blvd","St. Pete Beach","FL","33706","27.73151"," -82.74510","3.0","  64","1","'free'"," 'street': False","True","True","True","True"
"2218","TB1FQ3iO9KJWOU56sA7Ozw","Boardwalk Pasta & Seafood","5901 Sun Blvd","Saint Petersburg","FL","33715","27.71331"," -82.71431","3.0","  61","0","'free'"," 'street': False","True","True","True","True"
"2230","SwBhaxfQPbyhsi0QHUAN0A","Seminole Hard Rock Hotel & Casino Tampa","5223 Orient Rd","Tampa","FL","33610","27.99355"," -82.37102","2.5"," 739","1","'free'"," 'street': False","True","False","True","False"
"2232","JJavElE35pux3_CgFt1r0g","NOVA 535","535 Dr Martin Luther King Jr St N","St. Petersburg","FL","33701","27.77832"," -82.64636","4.5","  52","1","u'free'"," 'street': True","False","True","True","True"
"2233","","","","","","","","","","","","","","","","",""
"2238","LnJSsNVZkStgtj86fJrKxQ","J D's Restaurant & Lounge","125 Gulf Blvd","Indian Rocks Beach","FL","33785","27.87911"," -82.85013","3.0"," 200","1","u'free'"," 'street': None","True","True","True","True"
"2282","RkA7wLIxPweJn0HgLSNjHw","Glory Days Grill","11310 Causeway Blvd","Brandon","FL","33511","27.92388"," -82.32185","4.0"," 147","1","'free'"," 'street': False","True","True","True","True"
"2298","","","","","","","","","","","","","","","","",""
"2312","cpbtWzOte7xkChJi1b923Q","Westshore Pizza","6928 22nd Ave N","Saint Petersburg","FL","33710","27.79072"," -82.73483","2.5","  25","0","u'free'"," 'street': False","False","True","False","True"
"2324","12:0-3:0","12:0-3:0","12:0-3:0","12:0-3:0","12:0-3:0","17:0-3:0","","","","","","","","","","",""
"2331","xuXNf1lkTJ382-hp0HO5Cw","Philly's Best","4038 Andy Pella Dr","Spring Hill","FL","34606","28.48571"," -82.57622","4.0","  46","1","u'free'"," 'street': False","False","True","True","True"
"2334","f4PA-f1tcN1bIpZJLdFsQQ","Deccan Spice","2325 Ulmerton Rd, Ste 28","Clearwater","FL","33762","27.89440"," -82.66748","4.0"," 268","1","u'free'"," 'street': False","True","True","True","True"
"2341","OQ1tbQ2V0SpNfDikkd8Zuw","Captain Just Crab House","11010 30th St","Tampa","FL","33612","28.04862"," -82.42661","4.0","   9","0","u'free'"," 'street': False","True","False","True","True"
"2355","a2ITIJRAY4Eo-xTH0vN95A","Chili's","17643 Bruce B Downs Blvd","Tampa","FL","33647","28.13189"," -82.36358","2.5","  67","1","'no'"," 'street': None","True","False","True","True"
"2395","mMPvgBgqON8pia_4AgGTUw","Kobe Japanese Steakhouse - Tampa","14401 N Dale Mabry Hwy","Tampa","FL","33618","28.07872"," -82.50617","4.0"," 305","1","u'no'"," 'street': False","True","False","False","True"
"2415","15:0-3:0","15:0-3:0","15:0-3:0","15:0-3:0","17:0-3:0","11:0-3:0","","","","","","","","","","",""
"2417","d9vapPUlJCSSrltRRKO9ig","Sushi Avenue","2826 E Bearss Ave","Tampa","FL","33613","28.08142"," -82.42757","4.0"," 150","1","u'free'"," 'street': False","True","False","True","True"
"2418","5JiFbBsbUdb-caBZWRyMSw","The C House","6005 N Florida Ave","Tampa","FL","33604","28.00207"," -82.45918","4.0"," 376","1","u'no'"," 'street': True","True","True","True","False"
"2426","rOBfhfJA2T2nyo1hPDaEYQ","Seffner Tiki Hut","1001 W US Hwy 92","Seffner","FL","33584","28.00451"," -82.29030","4.0","  17","1","'no'"," 'street': False","True","True","True","False"
"2451","hJrhf5N_B8ifYqHQJwFAEw","KC QUE BBQ","310 E Tarpon Ave","Tarpon Springs","FL","34689","28.14600"," -82.75324","3.5","  49","0","u'free'"," 'street': True","False","True","True","True"
"2458","mO0NXx8gr5wX4yQRQC4wRQ","Cafe Vienna","5625 4th St N","Saint Petersburg","FL","33703","27.82362"," -82.63826","4.0","  71","0","u'no'"," 'street': False","True","False","False","True"
"2477","v5ktgWMAARaczTMh2rAJKg","San Jose Mexican Restaurant","16540 Pointe Village Dr, Ste 112","Lutz","FL","33558","28.18933"," -82.54105","3.0"," 155","1","'no'"," 'street': True","True","True","True","True"
"2479","bXe7JE0bxDpoXf3UjnwoBQ","Finley's Irish Pub & Eatery","13477 S Belcher Rd","Largo","FL","33771","27.89579"," -82.74510","3.5"," 129","1","u'no'"," 'street': False","True","True","True","True"
"2481","_bofVL_0MxlZYWBa8XEJEg","swah-rey","2105 Central Avenue","St Petersburg","FL","33713","27.77124"," -82.66187","4.5"," 239","0","u'no'","True","True","u'beer_and_wine'","True"," 'classy': False"
"2490","wHyRfaCUBVG9GfXkNIzLzA","Beef 'O' Brady's","10920 Cross Creek Blvd","Tampa","FL","33647","28.14541"," -82.28403","2.0","  12","0","u'no'"," 'street': False","True","False","True","True"
"2558","3yI-7C8JzbG-ZaSqAGHMAQ","TacoSon","7521 N 56th St","Tampa","FL","33617","28.01702"," -82.39301","4.5"," 453","1","u'no'"," 'street': False","False","None","True","True"
"2570","qzCT_X5aTj8SkGpKdBYYdg","Chili's","7250 US Hwy 19 N","Pinellas Park","FL","33781","27.83772"," -82.68328","2.5"," 102","1","'free'"," 'street': False","True","False","True","True"
"2594","BuQptNNitbz1oylgBlm27g","BJ's Restaurant & Brewhouse","25628 Sr 56","Lutz","FL","33559","28.19272"," -82.39294","3.5"," 301","1","u'free'"," 'street': False","True","False","True","True"
"2620","yRl9k0zm6kWz9LMGqebaIw","The Retreat","123 S Hyde Park Ave","Tampa","FL","33606","27.94487"," -82.46414","3.5","  51","1","'free'"," 'street': True","True","True","True","False"
"2621","15:0-3:0","15:0-3:0","15:0-3:0","15:0-3:0","15:0-3:0","12:0-3:0","","","","","","","","","","",""
"2625","","","","","","","","","","","","","","","","",""
"2631","AP_sb7dETsflRNNkJinYUQ","Chill Restaurant & Bar","357 Corey Ave","Saint Pete Beach","FL","33706","27.74239"," -82.74990","4.0"," 287","1","u'free'"," 'street': True","True","True","True","True"
"2634","","","","","","","","","","","","","","","","",""
"2636","","","","","","","","","","","","","","","","",""
"2649","c37aDysgwNQsLpMWNedhTg","Bascettis Italian Grille","1568 Main St","Dunedin","FL","34698","28.01987"," -82.76158","3.5","  83","1","u'no'"," 'street': False","True","False","True","False"
"2650","","","","","","","","","","","","","","","","",""
"2669","bCAE5NBHpFlgGsGyg2mfWA","Punky's Bar and Grill","3063 Central Ave","St Petersburg","FL","33713","27.77124"," -82.67469","3.5"," 141","1","'free'"," 'street': True","True","True","True","False"
"2692","3U2sXQGPbUuAq9NflDgdRA","Razzel's Bar and Lounge","2794 Gulf To Bay Blvd","Clearwater","FL","33759","27.96120"," -82.72191","3.5","  14","0","'free'"," 'street': False","True","False","True","False"
"2700","GyC36Pn0Q1-qHnqXys6yFg","Cracker Barrel Old Country Store","3125 Cove Bend Dr","Tampa","FL","33613","28.08118"," -82.42504","3.5"," 108","1","u'no'"," 'street': False","False","True","False","True"
"2727","-o6bah2j6_IH9pkwANXcLA","Fireside Pizza Cafe","1104 Nebraska Ave","Palm Harbor","FL","34683","28.07880"," -82.76577","4.0"," 234","1","u'free'"," 'street': True","True","True","True","True"
"2731","Rv6P37KiiuowrXti2JHZNQ","Nuevo Vallarta Authentic Mexican Food","9359 US Hwy 19 N","Pinellas Park","FL","33782","27.85671"," -82.69428","4.0"," 106","1","u'free'"," 'street': False","True","False","True","True"
"2734","4FhRbipPKfjk9absHHrfaA","Clear Sky on Cleveland","418 Cleveland St","Clearwater","FL","33755","27.96589"," -82.80055","4.5"," 350","1","u'free'"," 'street': True","True","True","True","True"
"2745","M2ZrrqseHE5xssUrOL0Gtg","The Three Coins Diner","7410 N Nebraska Ave","Tampa","FL","33604","28.01598"," -82.45148","4.0"," 341","1","u'no'"," 'street': False","False","True","True","True"
"2762","zYu2D8FzczailDkEMURExg","Jimmy Guana's","401 2nd St","Indian Rocks Beach","FL","33785","27.88235"," -82.84761","3.0"," 170","1","'free'"," 'street': False","True","True","True","True"
"2784","","","","","","","","","","","","","","","","",""
"2800","u_0e1X9whtdIBURmiQCv_A","Burrito Boarder","17 3rd St N","Saint Petersburg","FL","33701","27.77169"," -82.63694","3.0"," 190","0","u'free'"," 'street': True","True","True","True","True"
"2802","","","","","","","","","","","","","","","","",""
"2809","_GfWx9wdaLadRaQV9MASig","OGGI - St Petersburg","10316 Roosevelt Blvd N","Saint Petersburg","FL","33716","27.86591"," -82.64276","4.0","  21","0","u'free'"," 'street': False","True","False","True","True"
"2810","lRPOodYgeRScvDDDO8_Qjg","Tuttorosso Restaurant & Pizzeria","7863 Blind Pass Rd","St Pete Beach","FL","33706","27.74562"," -82.75189","4.0"," 336","1","u'no'"," 'street': False","True","True","True","True"
"2815","Ge71X_Evc-rtzD8ZXMYzOw","Buffalo Wild Wings","10500 Ulmerton Rd, Ste 476","Largo","FL","33771","27.89418"," -82.78416","2.5"," 118","1","u'free'"," 'street': False","True","True","True","True"
"2821","YbZookrZl4TYe3COc87iQQ","Brits British Pub and Eatery","13706 Little Rd","Hudson","FL","34667","28.35664"," -82.66474","4.0","  75","0","u'free'"," 'street': False","True","False","True","True"
"2822","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","","","","","","","","","","","",""
