,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,categories,hours.Monday,hours.Tuesday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,UFpCraqzFBAhtZqmxmiWsA,Cat Therapy,"1213 State St, Ste L",Santa Barbara,CA,93101,34.4233,-119.70547,4.5,116,1,NA,TRUE,TRUE,1,NA,FALSE,NA,FALSE,u'free',{'garage': None, 'street': True, 'validated': False, 'lot': None, 'valet': False},TRUE,NA,FALSE,NA,NA,FALSE,NA,TRUE,NA,NA,NA,NA,NA,u'quiet',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Themed Cafes, Cafes, Pets, Arts & Entertainment, Women's Clothing, Coffee & Tea, Shopping, Pet Adoption, Fashion, Pet Sitting, Accessories, Pet Stores, Pet Services, Food, Restaurants",10:0-17:15,NA,10:0-19:0,10:0-19:0,10:0-20:0,10:0-20:0,10:0-19:0,,,,,,,,,,,,,,,,,,,,,,,,,
1325,rQQPHtz05Y4hnDxY6kljFw,Unique Tan,11 W Carrillo St,Santa Barbara,CA,93101,34.42104,-119.70218,3,10,0,FALSE,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tanning, Skin Care, Beauty & Spas",10:30-19:30,10:30-19:30,10:30-19:30,10:30-19:30,10:30-19:30,10:30-18:0,11:0-17:0,,,,,,,,,,,,,,,,,,,,,,,,,
1418,Hqz96v1ymucUKNzIWfEKXw,Subway,"1936 State St, Ste B",Santa Barbara,CA,93101,34.43082,-119.71416,3,5,0,NA,TRUE,TRUE,1,NA,TRUE,FALSE,TRUE,NA,{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,TRUE,TRUE,FALSE,NA,u'none',TRUE,'casual',NA,FALSE,TRUE,NA,NA,{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Delis, Sandwiches, Fast Food",8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,10:0-22:0,10:0-22:0,,,,,,,,,,,,,,,,,,,,
1452,JWFpjvCc_nkNDVtMPx1ZGg,Bogo SB,1114 State St,Santa Barbara,CA,93101,34.42304,-119.70329,4.5,12,1,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,TRUE,u'free',NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Food, Food Delivery Services, Burgers, Pizza, Caterers, Event Planning & Services, Restaurants",0:0-0:0,16:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,JbFsyY7pi85oaY4DoAgwCA,Cat Doctors,"1333 De La Vina St, Ste G",Santa Barbara,CA,93101,34.42271,-119.70927,4.5,29,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Veterinarians, Pets, Pet Services",0:0-0:0,8:0-17:30,8:0-17:30,8:0-17:30,8:0-14:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,TteUG63xhW8ORWNzQ1i_1w,Gap,615 Paseo Nuevo,Santa Barbara,CA,93101,34.41932,-119.7,2,10,1,NA,TRUE,TRUE,3,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sporting Goods, Women's Clothing, Shopping, Men's Clothing, Fashion, Sports Wear, Children's Clothing",0:0-0:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-20:0,11:0-19:0,,,,,,,,,,,,,,,,,,,,,,,,,
1639,sCkN50fE_Pe9gwSnwVwiJA,The UPS Store,27 West Anapamu St,Santa Barbara,CA,93101,34.42256,-119.70514,3.5,37,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Notaries, Mailbox Centers, Printing Services, Shipping Centers, Local Services",0:0-0:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,9:0-17:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,PhG-1jmDaWxPMAQzjXg_Sw,Nancys Cleaning Services Of Santa Barbara,"922 State St, Ste A7",Santa Barbara,CA,93101,34.42125,-119.7012,3.5,34,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Window Washing, Home Services, Professional Services, Office Cleaning, Home Cleaning, Local Services, Carpet Cleaning",0:0-0:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-15:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,7qaewBVVl0lOfZPTvtR53w,Star Nails,"5801 Calle Real, Ste F",Goleta,CA,93117,34.44061,-119.82628,4,134,1,FALSE,TRUE,TRUE,2,NA,NA,NA,NA,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beauty & Spas, Nail Salons",9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
1696,HdWXWU6CZueBZsf1oKNBcQ,The Adult Store,405 State St,Santa Barbara,CA,93101,34.41587,-119.69452,4,32,1,FALSE,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},TRUE,NA,FALSE,TRUE,NA,TRUE,u'none',NA,NA,{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},NA,FALSE,NA,u'very_loud',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bookstores, Books, Mags, Music & Video, Party Supplies, Event Planning & Services, Adult, Arcades, Fashion, Adult Entertainment, Nightlife, Arts & Entertainment, Personal Shopping, Shopping, Lingerie, Education, Active Life, Adult Education",0:0-0:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,,,,,,,,,,,,,,,,,
1724,HVtsnFYAHqqPhJ1-rlWPFQ,Hahka Kitchens,72 Santa Felicia Dr,Goleta,CA,93117,34.43187,-119.8756,4,6,1,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shopping, Home Services, Kitchen & Bath, Windows Installation, Home & Garden, Cabinetry, Interior Design, Contractors",10:0-17:30,10:0-17:30,10:0-17:30,10:0-17:30,10:0-17:30,10:0-16:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,TZ-bgvsk189WywTLFrqfTQ,Ascending Health Juicery,34 E Sola St,Santa Barbara,CA,93101,34.42604,-119.70578,4.5,7,1,FALSE,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Health & Medical, Juice Bars & Smoothies",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,0E9eF5Oh-kd4xCcCs4CX6g,Corazza Mark S MD,2431 Castillo St,Santa Barbara,CA,93105,34.43106,-119.72543,2.5,14,1,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Neurologist, Doctors, Health & Medical",9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,GCU4EGXALp7A-dut7vjTMQ,Upholstery Decor,5788 Hollister Ave,Goleta,CA,93117,34.43599,-119.82631,4,24,1,FALSE,TRUE,TRUE,3,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Local Services, Furniture Reupholstery, Antiques, Home & Garden, Shopping, Furniture Stores, Mattresses",10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,10:0-16:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
1790,9L-MR0arflwFMF9szEBOOg,California Wine Festival,,Santa Barbara,CA,93101,34.41447,-119.68519,4.5,7,1,FALSE,NA,NA,NA,NA,NA,NA,NA,u'no',NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wineries, Food, Restaurants, Arts & Entertainment, Festivals, Food Stands",9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,uFF40n9pOqHK1ciajdoSEw,Tony's Restaurant,699 Linden Ave,Carpinteria,CA,93013,34.39699,-119.52103,3,72,0,NA,TRUE,FALSE,2,NA,TRUE,TRUE,FALSE,u'no',{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,FALSE,TRUE,NA,u'beer_and_wine',TRUE,'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True},NA,TRUE,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, American (Traditional)",11:30-20:30,11:30-20:30,NA,11:30-20:30,11:30-21:0,11:30-21:0,11:30-20:30,,,,,,,,,,,,,,,,,
1815,_L0DNfnS5VFGv-V1WcMdmA,Hugo's Auto Detailing,1298 Coast Village Rd,Santa Barbara,CA,93108,34.42191,-119.64024,5,15,1,NA,TRUE,NA,NA,NA,NA,NA,NA,u'no',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Automotive, Auto Glass Services, Car Wash, Auto Detailing",8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,aYMpjij5ShtEoZueMrQPRw,The Mill,406 E Haley St,Santa Barbara,CA,93101,34.42112,-119.69063,4,5,1,FALSE,TRUE,TRUE,2,NA,None,None,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breweries, Shopping, Food Court, Food, Venues & Event Spaces, Restaurants, Event Planning & Services, Wineries, Wine Tasting Room, Arts & Entertainment, Shopping Centers",11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:30,11:0-22:30,11:0-22:0,,,,,,,,,,,,,,,,,,,,,,,,,
1849,PaqDZUu76fZtMvcYqCEBig,Rincon Brewery,205 Santa Barbara St,Santa Barbara,CA,93101,34.41618,-119.68978,4,32,1,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,FALSE,NA,{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breweries, Brewpubs, Food",11:30-19:0,NA,NA,11:30-21:0,11:30-21:0,11:30-21:0,11:30-19:0,,,,,,,,,,,,,,,,,,,,,,,,,
1964,ad20p91cUnFe6hCvwzUVdA,Mission Appliance Service,6598 Camino Venturoso,Goleta,CA,93117,34.44455,-119.85424,4,13,1,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Appliances & Repair, Local Services, Home & Garden, Shopping, Appliances",8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,3hv0_BFbB32m_hay8zxfJg,Pour Santa Barbara,,Santa Barbara,CA,93105,34.42083,-119.69819,5,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bartenders, Event Planning & Services",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,zliWQ4TXYzcehYQQbeQiYA,Party Proper Productions,,Santa Barbara,CA,93101,34.42033,-119.71075,5,7,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DJs, Event Planning & Services",0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,PHa__dszwtpRaSEx1CYgNg,Enterprise Rent-A-Car,"5959 Hollister Ave, Ste B",Goleta,CA,93117,34.43586,-119.83,3.5,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Car Rental, Hotels & Travel",0:0-0:0,8:0-17:30,8:0-17:30,8:0-17:30,8:0-17:30,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,XcMTtU_twdP_Zd7oWBkceg,Santa Barbara Surf School,736 Carpinteria St,Santa Barbara,CA,93103,34.41926,-119.67862,5,22,1,NA,NA,TRUE,NA,NA,NA,NA,NA,u'free',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},TRUE,NA,NA,NA,NA,TRUE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Surf Schools, Education, Paddleboarding, Beach Equipment Rentals, Specialty Schools, Active Life, Surfing",0:0-0:0,9:0-12:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,,,,,,,,,,,,,,,,,,,,,,,,,
2138,6zsdSFG86YXsgWK1wtU-3g,LF Santa Barbara,931 State St,Santa Barbara,CA,93101,34.42117,-119.70174,3,37,0,NA,TRUE,FALSE,3,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fashion, Accessories, Women's Clothing, Shopping",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
2139,u9IX2rrzt9XH6aUc2EG47A,Pier 1,6996 Marketplace Dr,Goleta,CA,93117,34.42952,-119.87171,2.5,6,0,NA,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Furniture Stores, Rugs, Shopping, Home Decor, Home & Garden, Candle Stores",10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-21:0,10:0-21:0,11:0-19:0,,,,,,,,,,,,,,,,,,,,,,,,,
2168,XLbh-HlT8Hgh9VTvVZJrTw,Cowboys and Angels Salon,921 State St,Santa Barbara,CA,93101,34.42072,-119.70178,5,17,1,TRUE,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beauty & Spas, Hair Salons",NA,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
2182,aOcTUvH7Vh6v0jPeVPieUA,Wheel Fun Rentals,22 State St,Santa Barbara,CA,93101,34.41289,-119.68983,4,33,0,NA,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Shopping, Bikes, Sporting Goods",8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,,,,,,,,,,,,,,,,,,,,,,,,,
2224,q4oXv_YMmrZ_4l57A4fx9A,Granny's Garage,712 Nopalitos Way,Santa Barbara,CA,93103,34.41962,-119.68068,4.5,28,1,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Auto Repair, Automotive",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2247,jl5PVOwI3kgyeNMOWe1BVA,Murphy Daniel A Atty,228 E Victoria St,Santa Barbara,CA,93101,34.42708,-119.70254,2.5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Divorce & Family Law, Criminal Defense Law, Lawyers, Professional Services",8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,c6EVSB0qWsGDdNdYcwScgA,Carpinteria 76,5085 Carpinteria Ave,Carpinteria,CA,93013,34.3981,-119.51774,2,12,1,NA,TRUE,FALSE,2,NA,FALSE,TRUE,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Convenience Stores, Gas Stations, Food, Automotive",6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,,,,,,,,,,,,,,,,,,,,,,,,,
2266,F3dxQiOwN55rSLw-BNSq6A,Sweet Alley,955 Embarcadero Del Mar,Goleta,CA,93117,34.41201,-119.85754,4,51,0,NA,TRUE,TRUE,1,NA,TRUE,None,FALSE,'free',{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False},FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acai Bowls, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Bubble Tea, Desserts, Food",11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,11:30-22:30,,,,,,,,,,,,,,,,,,,,,,,,,
2486,GgcvRnt5_z3NEC0D6vNncQ,Cafe Buenos Aires,1316 State St,Santa Barbara,CA,93101,34.42483,-119.70603,3.5,56,0,NA,TRUE,NA,2,NA,FALSE,FALSE,NA,NA,{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,TRUE,TRUE,FALSE,TRUE,NA,u'full_bar',FALSE,u'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'casual': False},NA,TRUE,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Argentine",11:30-20:30,11:30-20:30,11:30-22:0,11:30-21:0,11:30-22:0,11:30-22:0,11:30-22:0,,,,,,,,,,,,,,,,,,
2490,N-CBZKO37y_WSUN7ZMNGkg,Taqueria El Pastorcito,4427 Hollister Ave,Santa Barbara,CA,93110,34.43971,-119.77084,4,66,0,NA,TRUE,TRUE,1,NA,TRUE,None,TRUE,'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},FALSE,NA,FALSE,TRUE,FALSE,NA,u'none',TRUE,'casual',{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False},TRUE,TRUE,NA,u'average',{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Restaurants, Mexican",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,
2550,rIEbhLBfS5KQGKbQ6wxd2w,Benefit Cosmetics Boutique & BrowBar,925 State St,Santa Barbara,CA,93101,34.42101,-119.70155,4,62,0,FALSE,TRUE,TRUE,2,NA,NA,NA,NA,NA,{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cosmetics & Beauty Supply, Hair Removal, Eyebrow Services, Shopping, Tanning, Makeup Artists, Waxing, Beauty & Spas, Eyelash Service",11:0-19:0,11:0-19:0,11:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,11:0-18:0,,,,,,,,,,,,,,,,,,,,,,,,,
2584,nTZuJSfwCoNOyA1yS3rbOQ,The Silver Bough,1295 Coast Village Rd,Santa Barbara,CA,93108,34.42124,-119.64041,4.5,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"American (New), Restaurants",NA,NA,NA,19:0-23:0,19:0-23:0,19:0-23:0,19:0-23:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,m7ZMD292wH286GK9GGkXrg,Aaron Jorgensen Plumbing,611 Rossmore Rd,Goleta,CA,93117,34.44934,-119.83326,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Home Services, Plumbing",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2680,MiMRlsXOpHJMSTDAuw8s1w,Su鈥檚 Bowl,"901 Embarcadero Del Mar, Unit 100",Isla Vista,CA,93117,34.41292,-119.85734,3.5,18,1,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,NA,u'free',{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False},NA,NA,TRUE,TRUE,FALSE,FALSE,u'none',NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"Chinese, Restaurants, Asian Fusion, Szechuan",0:0-0:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
2684,V4lqQdll3_TAEtkrHDYbAA,Italia Pizza & Pasta,149 N Fairview Ave,Goleta,CA,93117,34.44276,-119.83067,3.5,24,0,NA,TRUE,NA,1,NA,TRUE,TRUE,NA,u'no',{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False},NA,NA,TRUE,TRUE,FALSE,NA,u'beer_and_wine',TRUE,u'casual',{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True},NA,TRUE,NA,u'quiet',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Italian, Pizza, Food, Restaurants, Beer, Wine & Spirits",11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,12:0-20:0,,,,,,,,,,,,,,,,,
2700,oXP5aohLv5e7R4eahaGXkQ,B and D's Curbside Grill,Earl Warren Showgrounds,Santa Barbara,CA,93108,34.42083,-119.69819,3.5,6,1,NA,TRUE,NA,1,NA,NA,NA,NA,NA,{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Food, Food Trucks",NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,
